,District,Democratic Party Vote Share,Republican Party Vote Share,Democrat Controlled
115,Georgia-1,0.4565286664870649,0.5434713335129351,0
116,Georgia-10,0.39584532247903975,0.6041546775209603,0
117,Georgia-11,0.34476880722369346,0.6552311927763066,0
118,Georgia-12,0.4985892325818647,0.5014107674181353,0
119,Georgia-13,0.7668322522568547,0.2331677477431453,1
120,Georgia-14,0.22395885437696356,0.7760411456230365,0
121,Georgia-2,0.6544160890290214,0.3455839109709786,1
122,Georgia-3,0.3391530690219058,0.6608469309780942,0
123,Georgia-4,0.804965517412021,0.19503448258797895,1
124,Georgia-5,0.8446457738903242,0.15535422610967575,1
125,Georgia-6,0.4832859940260163,0.5167140059739836,0
126,Georgia-7,0.548316779410539,0.451683220589461,1
127,Georgia-8,0.42458741288438145,0.5754125871156186,0
128,Georgia-9,0.194958990157578,0.805041009842422,0
129,Hawaii-1,0.8142390047734906,0.18576099522650935,1
130,Hawaii-2,0.7905500545074726,0.20944994549252738,1
131,Idaho-1,0.32360482516227945,0.6763951748377206,0
132,Idaho-2,0.40927214615657237,0.5907278538434276,0
133,Illinois-1,0.7950165084894127,0.20498349151058726,1
134,Illinois-10,0.6326591612074933,0.3673408387925067,1
135,Illinois-11,0.6076837021200415,0.3923162978799585,1
136,Illinois-12,0.502018301197374,0.497981698802626,1
137,Illinois-13,0.469544282539189,0.530455717460811,0
138,Illinois-14,0.345597742844896,0.654402257155104,0
139,Illinois-15,0.27173632423964367,0.7282636757603563,0
140,Illinois-16,0.31908503187677234,0.6809149681232276,0
141,Illinois-17,0.4830959868470387,0.5169040131529613,0
142,Illinois-18,0.2621903555888488,0.7378096444111513,0
143,Illinois-2,0.8141101767924802,0.1858898232075198,1
144,Illinois-3,0.7167105863603196,0.2832894136396804,1
145,Illinois-4,0.8641251796731392,0.13587482032686082,1
146,Illinois-5,0.7784644151875485,0.2215355848124515,1
147,Illinois-6,0.4242113216046949,0.5757886783953051,0
148,Illinois-7,0.8921306025058047,0.10786939749419533,1
149,Illinois-8,0.691651729834887,0.308348270165113,1
150,Illinois-9,0.7759157720119548,0.22408422798804517,1
151,Indiana-1,0.7159310442447299,0.28406895575527014,1
152,Indiana-2,0.44394374374337287,0.5560562562566271,0
153,Indiana-3,0.31789434246258846,0.6821056575374116,0
154,Indiana-4,0.32585528122433544,0.6741447187756646,0
155,Indiana-5,0.38844843657141226,0.6115515634285877,0
156,Indiana-6,0.3451122196154808,0.6548877803845192,0
157,Indiana-7,0.684450297975428,0.315549702024572,1
158,Indiana-8,0.4948091443652106,0.5051908556347894,0
159,Indiana-9,0.4409611121578346,0.5590388878421654,0
160,Iowa-1,0.5029017266640821,0.49709827333591794,1
161,Iowa-2,0.5299133525108493,0.47008664748915074,1
162,Iowa-3,0.4813912850099041,0.518608714990096,0
163,Iowa-4,0.3789620429307861,0.6210379570692139,0
164,Kansas-1,0.2909179202520442,0.7090820797479558,0
165,Kansas-2,0.4456915664961329,0.554308433503867,0
166,Kansas-3,0.484199171559317,0.515800828440683,0
167,Kansas-4,0.3922845621808395,0.6077154378191605,0
168,Kentucky-1,0.4705609001491153,0.5294390998508847,0
169,Kentucky-2,0.4582452307264073,0.5417547692735927,0
170,Kentucky-3,0.5826133083950222,0.41738669160497777,1
171,Kentucky-4,0.386333558669336,0.6136664413306641,0
172,Kentucky-5,0.3691209577665201,0.6308790422334799,0
173,Kentucky-6,0.5365287926720411,0.4634712073279589,1
174,Louisiana-1,0.3640554730367119,0.6359445269632882,0
175,Louisiana-2,0.8207389124165303,0.1792610875834697,1
176,Louisiana-3,0.42827480059329737,0.5717251994067026,0
177,Louisiana-4,0.46112589376006285,0.5388741062399371,0
178,Louisiana-5,0.4781112909168592,0.5218887090831408,0
179,Louisiana-6,0.425946680819692,0.574053319180308,0
180,Maine-1,0.5562145795133918,0.4437854204866082,1
181,Maine-2,0.4705037696006979,0.529496230399302,0
182,Maryland-1,0.37819446571771737,0.6218055342822826,0
183,Maryland-2,0.7015704477759197,0.2984295522240803,1
184,Maryland-3,0.7033400061003827,0.2966599938996173,1
185,Maryland-4,0.780063978563064,0.21993602143693602,1
186,Maryland-5,0.6817933440621103,0.31820665593788966,1
187,Maryland-6,0.6595221803955968,0.34047781960440315,1
188,Maryland-7,0.7778917864268424,0.22210821357315758,1
189,Maryland-8,0.6934662801019292,0.30653371989807077,1
190,Massachusetts-1,0.6551232670586001,0.34487673294139987,1
191,Massachusetts-2,0.6346640048080432,0.3653359951919568,1
192,Massachusetts-3,0.6398980714900689,0.36010192850993106,1
193,Massachusetts-4,0.6517416584969835,0.3482583415030165,1
194,Massachusetts-5,0.7745124692620717,0.22548753073792827,1
195,Massachusetts-6,0.6060176003874699,0.3939823996125301,1
196,Massachusetts-7,0.8811652252791838,0.11883477472081616,1
197,Massachusetts-8,0.716789627890213,0.28321037210978695,1
198,Massachusetts-9,0.548536855746676,0.451463144253324,1
199,Michigan-1,0.36582265363429817,0.6341773463657019,0
200,Michigan-10,0.3227287347646607,0.6772712652353393,0
201,Michigan-11,0.49709853560721246,0.5029014643927876,0
202,Michigan-12,0.7410861107341313,0.25891388926586867,1
203,Michigan-13,0.8520612104355999,0.1479387895644001,1
204,Michigan-14,0.8203023059169596,0.17969769408304037,1
205,Michigan-2,0.3313606016415247,0.6686393983584753,0
206,Michigan-3,0.37812329635430825,0.6218767036456918,0
207,Michigan-4,0.31081343199022965,0.6891865680097704,0
208,Michigan-5,0.602778667264564,0.39722133273543603,1
209,Michigan-6,0.3968644268468997,0.6031355731531003,0
210,Michigan-7,0.39986643493736257,0.6001335650626374,0
211,Michigan-8,0.46010238674336723,0.5398976132566328,0
212,Michigan-9,0.6364871163114222,0.3635128836885778,1
213,Minnesota-1,0.48728107353590033,0.5127189264640997,0
214,Minnesota-2,0.500694067665831,0.499305932334169,1
215,Minnesota-3,0.5561920255203519,0.44380797447964815,1
216,Minnesota-4,0.7224962055882642,0.2775037944117358,1
217,Minnesota-5,0.8066184737036302,0.19338152629636984,1
218,Minnesota-6,0.40074252628307266,0.5992574737169274,0
219,Minnesota-7,0.4303673934597038,0.5696326065402961,0
220,Minnesota-8,0.5368561153588802,0.4631438846411198,1
221,Mississippi-1,0.3988582249533921,0.6011417750466079,0
222,Mississippi-2,0.7279653023753222,0.2720346976246778,1
223,Mississippi-3,0.3773636364116328,0.6226363635883672,0
224,Mississippi-4,0.28937252142291986,0.7106274785770801,0
225,Missouri-1,0.8750460190922866,0.12495398090771337,1
226,Missouri-2,0.49387260430033464,0.5061273956996654,0
227,Missouri-3,0.30792865010063786,0.6920713498993621,0
228,Missouri-4,0.34697424753880485,0.6530257524611951,0
229,Missouri-5,0.6679089280127637,0.3320910719872363,1
230,Missouri-6,0.3453714399484857,0.6546285600515143,0
231,Missouri-7,0.22908919164295818,0.7709108083570418,0
232,Missouri-8,0.2659889499901405,0.7340110500098596,0
233,Montana-1,0.4623256431585922,0.5376743568414077,0
234,Nebraska-1,0.42535665135577216,0.5746433486442278,0
235,Nebraska-2,0.4941081750159271,0.5058918249840729,0
236,Nebraska-3,0.28959791511179517,0.7104020848882049,0
237,Nevada-1,0.708231733547243,0.291768266452757,1
238,Nevada-2,0.4037817918301386,0.5962182081698614,0
239,Nevada-3,0.5210312740666524,0.4789687259333476,1
240,Nevada-4,0.5512314561099,0.4487685438901,1
241,New Hampshire-1,0.46902117252109704,0.5309788274789029,0
242,New Hampshire-2,0.49968107387338345,0.5003189261266165,0
243,New Jersey-1,0.6912223800054886,0.30877761999451137,1
244,New Jersey-10,0.8892996028274116,0.1107003971725884,1
245,New Jersey-11,0.48281741067628786,0.5171825893237121,0
246,New Jersey-12,0.7510684431912148,0.2489315568087852,1
247,New Jersey-2,0.4845650458921379,0.5154349541078621,0
248,New Jersey-3,0.4334102497954287,0.5665897502045714,0
249,New Jersey-4,0.4040782144478191,0.5959217855521809,0
250,New Jersey-5,0.4935904723682273,0.5064095276317727,0
251,New Jersey-6,0.751234160112196,0.24876583988780399,1
252,New Jersey-7,0.4617959826970935,0.5382040173029066,0
253,New Jersey-8,0.8581277370390569,0.14187226296094313,1
254,New Jersey-9,0.7728035742466074,0.2271964257533926,1
255,New Mexico-1,0.611765188869309,0.388234811130691,1
256,New Mexico-2,0.5059461984597282,0.4940538015402718,1
257,New Mexico-3,0.6786590323165591,0.3213409676834409,1
258,New York-1,0.38582023891469835,0.6141797610853017,0
259,New York-10,0.8254103053240787,0.17458969467592134,1
260,New York-11,0.6151548175000061,0.3848451824999939,1
261,New York-12,0.8396361091275145,0.16036389087248548,1
262,New York-13,0.9069814185064817,0.09301858149351827,1
263,New York-14,0.8479575264784185,0.1520424735215815,1
264,New York-15,0.9024961579418476,0.09750384205815243,1
265,New York-16,0.7723438825532866,0.22765611744671344,1
266,New York-17,0.6388919092354559,0.3611080907645441,1
267,New York-18,0.4551003039468729,0.5448996960531272,0
268,New York-19,0.39600888569832277,0.6039911143016772,0
269,New York-2,0.4435634805030901,0.5564365194969099,0
270,New York-20,0.5654255426152325,0.4345744573847675,1
271,New York-21,0.3281996557003657,0.6718003442996343,0
272,New York-22,0.3676751894678834,0.6323248105321166,0
273,New York-23,0.375930019606258,0.624069980393742,0
274,New York-24,0.42224272721785244,0.5777572727821476,0
275,New York-25,0.5212672334695865,0.4787327665304135,1
276,New York-26,0.6374010332107664,0.36259896678923365,1
277,New York-27,0.3094439200242677,0.6905560799757323,0
278,New York-3,0.596974760564617,0.40302523943538304,1
279,New York-4,0.5292927828743569,0.4707072171256431,1
280,New York-5,0.8699826343353219,0.13001736566467814,1
281,New York-6,0.8473510099242721,0.15264899007572785,1
282,New York-7,0.8697601791927032,0.1302398208072968,1
283,New York-8,0.8644512699403146,0.13554873005968537,1
284,New York-9,0.8844009372340762,0.1155990627659238,1
285,North Carolina-1,0.7665723363282206,0.23342766367177936,1
286,North Carolina-10,0.4398871083701866,0.5601128916298135,0
287,North Carolina-11,0.4063988365909994,0.5936011634090006,0
288,North Carolina-12,0.7086381525051911,0.29136184749480887,1
289,North Carolina-13,0.47219498724546294,0.5278050127545371,0
290,North Carolina-2,0.49018357632445875,0.5098164236755413,0
291,North Carolina-3,0.47060511288676343,0.5293948871132366,0
292,North Carolina-4,0.715209825569267,0.28479017443073296,1
293,North Carolina-5,0.4182798298532981,0.5817201701467019,0
294,North Carolina-6,0.4828243811092718,0.5171756188907282,0
295,North Carolina-7,0.4717864801115196,0.5282135198884804,0
296,North Carolina-8,0.5057789387314926,0.4942210612685074,1
297,North Carolina-9,0.5671587114148791,0.43284128858512094,1
298,North Dakota-1,0.3510770796362766,0.6489229203637235,0
299,Ohio-1,0.4588619778866468,0.5411380221133533,0
300,Ohio-10,0.45363541860434575,0.5463645813956542,0
301,Ohio-11,0.8406777141452473,0.15932228585475272,1
302,Ohio-12,0.3855632481981185,0.6144367518018815,0
303,Ohio-13,0.6848085241792534,0.3151914758207466,1
304,Ohio-14,0.4446432278365228,0.5553567721634771,0
305,Ohio-15,0.39075845878537274,0.6092415412146273,0
306,Ohio-16,0.46432883576596123,0.5356711642340388,0
307,Ohio-2,0.3733858160688398,0.6266141839311602,0
308,Ohio-3,0.7440305465830157,0.2559694534169843,1
309,Ohio-4,0.33623195743163675,0.6637680425683632,0
310,Ohio-5,0.3553394989089331,0.6446605010910669,0
311,Ohio-6,0.3920037457336266,0.6079962542663734,0
312,Ohio-7,0.36611319839829237,0.6338868016017076,0
313,Ohio-8,0.2969508878964049,0.7030491121035951,0
314,Ohio-9,0.714192723472066,0.28580727652793403,1
315,Oklahoma-1,0.4304402984248171,0.5695597015751829,0
316,Oklahoma-2,0.6231838011897914,0.37681619881020856,1
317,Oklahoma-3,0.38210009240303694,0.6178999075969631,0
318,Oklahoma-4,0.4480323148932512,0.5519676851067488,0
319,Oklahoma-5,0.5196021200628319,0.4803978799371681,1
320,Oregon-1,0.6470633583582931,0.3529366416417069,1
321,Oregon-2,0.3749154889375493,0.6250845110624508,0
322,Oregon-3,0.7805241787812968,0.21947582121870324,1
323,Oregon-4,0.5388666067143445,0.4611333932856555,1
324,Oregon-5,0.5312256178423141,0.46877438215768585,1
325,Pennsylvania-1,0.8196984987159459,0.1803015012840541,1
326,Pennsylvania-10,0.3099232843987013,0.6900767156012987,0
327,Pennsylvania-11,0.4063648242207049,0.593635175779295,0
328,Pennsylvania-12,0.4835893819755049,0.5164106180244952,0
329,Pennsylvania-13,0.6927468747817801,0.3072531252182199,1
330,Pennsylvania-14,0.7502283673953273,0.24977163260467272,1
331,Pennsylvania-15,0.4681759205147678,0.5318240794852322,0
332,Pennsylvania-16,0.3969706629135191,0.6030293370864809,0
333,Pennsylvania-17,0.5614103704029343,0.4385896295970657,1
334,Pennsylvania-18,0.48236694790615753,0.5176330520938425,0
335,Pennsylvania-2,0.8854301060574885,0.11456989394251149,1
336,Pennsylvania-3,0.43401855302731907,0.5659814469726809,0
337,Pennsylvania-4,0.3776625104571137,0.6223374895428864,0
338,Pennsylvania-5,0.3832857549693801,0.6167142450306199,0
339,Pennsylvania-6,0.44585383246483534,0.5541461675351647,0
340,Pennsylvania-7,0.408326720940192,0.591673279059808,0
341,Pennsylvania-8,0.47445943663442774,0.5255405633655723,0
342,Pennsylvania-9,0.38007333668689275,0.6199266633131073,0
343,Rhode Island-1,0.6607928704458461,0.3392071295541539,1
344,Rhode Island-2,0.5711825137765881,0.42881748622341187,1
345,South Carolina-1,0.3347790586973262,0.6652209413026737,0
346,South Carolina-2,0.3877640700807387,0.6122359299192612,0
347,South Carolina-3,0.266901077215414,0.733098922784586,0
348,South Carolina-4,0.3089613976973406,0.6910386023026593,0
349,South Carolina-5,0.4347737486973816,0.5652262513026184,0
350,South Carolina-6,0.7650919049674547,0.23490809503254528,1
351,South Carolina-7,0.4375704561328628,0.5624295438671372,0
352,South Dakota-1,0.43681988610780204,0.5631801138921979,0
353,Tennessee-1,0.15697101856199167,0.8430289814380083,0
354,Tennessee-2,0.27719743537189934,0.7228025646281007,0
355,Tennessee-3,0.33358086414298993,0.6664191358570101,0
356,Tennessee-4,0.3687916777495847,0.6312083222504152,0
357,Tennessee-5,0.6664479503347984,0.3335520496652016,1
358,Tennessee-6,0.29420784294269703,0.7057921570573029,0
359,Tennessee-7,0.3404378125477,0.6595621874523,0
360,Tennessee-8,0.3947243580870291,0.6052756419129709,0
361,Tennessee-9,0.8045955247343368,0.19540447526566318,1
362,Texas-1,0.2721067400490793,0.7278932599509207,0
363,Texas-10,0.4699056559223728,0.5300943440776271,0
364,Texas-11,0.17749745993928265,0.8225025400607173,0
365,Texas-12,0.32437647497457933,0.6756235250254207,0
366,Texas-13,0.169982716495498,0.830017283504502,0
367,Texas-14,0.4575084389257766,0.5424915610742234,0
368,Texas-15,0.6753847109359734,0.3246152890640266,1
369,Texas-16,0.7397677114715826,0.2602322885284174,1
370,Texas-17,0.41759618206050486,0.5824038179394951,0
371,Texas-18,0.7880880186148256,0.21191198138517442,1
372,Texas-19,0.21463971169229293,0.7853602883077071,0
373,Texas-2,0.4511484249496489,0.5488515750503511,0
374,Texas-20,0.6782494442094215,0.32175055579057854,1
375,Texas-21,0.4244197966647684,0.5755802033352315,0
376,Texas-22,0.5637235702916814,0.4362764297083186,1
377,Texas-23,0.5853262019160845,0.41467379808391547,1
378,Texas-24,0.48645049826878156,0.5135495017312184,0
379,Texas-25,0.40494001759667675,0.5950599824033233,0
380,Texas-26,0.30564327086834464,0.6943567291316554,0
381,Texas-27,0.44132003090407607,0.5586799690959239,0
382,Texas-28,0.7190368450020308,0.2809631549979692,1
383,Texas-29,0.7880524770795985,0.21194752292040153,1
384,Texas-3,0.463267650187715,0.536732349812285,0
385,Texas-30,0.8286881932845706,0.17131180671542945,1
386,Texas-31,0.3976922167045108,0.6023077832954892,0
387,Texas-32,0.5088680809946544,0.4911319190053456,1
388,Texas-33,0.7780498348804088,0.2219501651195912,1
389,Texas-34,0.7475037397617558,0.25249626023824423,1
390,Texas-35,0.7217254072516777,0.27827459274832234,1
391,Texas-36,0.30678935899343773,0.6932106410065623,0
392,Texas-4,0.2528229629045308,0.7471770370954691,0
393,Texas-5,0.3571906190364162,0.6428093809635838,0
394,Texas-6,0.46985530113107,0.53014469886893,0
395,Texas-7,0.49931755875307243,0.5006824412469275,0
396,Texas-8,0.2147137252207879,0.7852862747792121,0
397,Texas-9,0.8496592891563536,0.15034071084364642,1
398,Utah-1,0.2920034936038542,0.7079965063961458,0
399,Utah-2,0.41335490471656855,0.5866450952834315,0
400,Utah-3,0.29544183395489537,0.7045581660451046,0
401,Utah-4,0.4637705685371795,0.5362294314628204,0
402,Vermont-1,0.5878670191599101,0.41213298084008987,1
403,Virginia-1,0.40017735613457894,0.5998226438654211,0
404,Virginia-10,0.6191662712333215,0.38083372876667854,1
405,Virginia-11,0.7901712864769881,0.2098287135230119,1
406,Virginia-2,0.4887986150318084,0.5112013849681916,0
407,Virginia-3,0.7132029790211677,0.2867970209788323,1
408,Virginia-4,0.629218963194145,0.37078103680585495,1
409,Virginia-5,0.4544820779263817,0.5455179220736184,0
410,Virginia-6,0.3370236971489862,0.6629763028510138,0
411,Virginia-7,0.43846471878537996,0.56153528121462,0
412,Virginia-8,0.8132185187881256,0.18678148121187443,1
413,Virginia-9,0.30708559464623914,0.6929144053537608,0
414,Washington-1,0.6177996901412389,0.3822003098587611,1
415,Washington-10,0.6372562989676361,0.36274370103236386,1
416,Washington-2,0.6644861708497124,0.3355138291502876,1
417,Washington-3,0.4569758853504574,0.5430241146495426,0
418,Washington-4,0.3605025830847231,0.639497416915277,0
419,Washington-5,0.4183874530144756,0.5816125469855244,0
420,Washington-6,0.604163232750728,0.39583676724927197,1
421,Washington-7,0.8557790927565102,0.1442209072434898,1
422,Washington-8,0.5466075770487067,0.45339242295129334,1
423,Washington-9,0.7960935013139193,0.20390649868608068,1
424,West Virginia-1,0.46059375553401677,0.5394062444659833,0
425,West Virginia-2,0.4386424153983342,0.5613575846016658,0
426,West Virginia-3,0.5236315621810437,0.4763684378189563,1
427,Wisconsin-1,0.43956439574703354,0.5604356042529665,0
428,Wisconsin-2,0.7378626766394855,0.26213732336051454,1
429,Wisconsin-3,0.5095957105962153,0.49040428940378467,1
430,Wisconsin-4,0.7969300610221541,0.20306993897784587,1
431,Wisconsin-5,0.30860414638861033,0.6913958536113897,0
432,Wisconsin-6,0.35429866242466795,0.645701337575332,0
433,Wisconsin-7,0.39881368918078164,0.6011863108192184,0
434,Wisconsin-8,0.3810359004438636,0.6189640995561364,0
435,Wyoming-1,0.3416507017356953,0.6583492982643047,0
